"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","320","4118153026","OAK ST","0"," ","OAK ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","C-2","5"," ","COUNTY","Public","415","Land Bank Owned","RV","4118153026","41-18-153-026","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential"," "
"","","","","","","","","","","","","","","","","","","321","4118479020","CLIFFORD ST","0"," ","CLIFFORD ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","E","7"," ","CITY MISC","Public","485","City Owned","RV","4118479020","41-18-479-020","Vacant Lot"," "," "," "," ","003200","1","0.7764","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","322","4106329041","E HAMILTON AVE","0","E","HAMILTON AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3"," ","CITY MISC","Public","000","City Owned","RV","4106329041","41-06-329-041","Vacant Lot"," "," "," "," ","013600","1","0.6818"," "," "
"","","","","","","","","","","","","","","","","","","323","4012259041","NINTH AVE","0"," ","NINTH AVE","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","D-3","5"," ","COUNTY","Residential","330","Land Bank Owned","RV","4012259041","40-12-259-041","Vacant Lot"," "," "," "," ","001400","3","0.7987","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","324","4014478029","CORUNNA RD","0"," ","CORUNNA RD","48503","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 4949","SAGINAW","MI","48601","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 4949","SAGINAW","MI","48601","0","1","0","ROW","8"," ","STATE ROAD","Public","000","State Owned","RV","4014478029","40-14-478-029","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","325","4105486019","DAVISON RD","0"," ","DAVISON RD","48506","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 4949","SAGINAW","MI","48601","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 4949","SAGINAW","MI","48601","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105486019","41-05-486-019","Vacant Lot"," "," "," "," ","002300","1","0.6019","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","326","4014381023","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RV","4014381023","40-14-381-023","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","327","4014380024","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-1","8"," ","CITY MISC","Public","000","City Owned","RV","4014380024","40-14-380-024","Vacant Lot"," "," "," "," ","003600","2","0.7188","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","328","4015479033","W COURT ST","0","W","COURT ST","48532","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","450","City Owned","RV","4015479033","40-15-479-033","Vacant Lot"," "," "," "," ","003600","1","0.4847","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","329","4014332028","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-2","6"," ","CITY MISC","Public","000","City Owned","RV","4014332028","40-14-332-028","Vacant Lot"," "," "," "," ","001600","5","0.301","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","330","4014456028","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RV","4014456028","40-14-456-028","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","331","4014476042","W COURT ST","0","W","COURT ST","48503","STURGEON, DOROTHY","4238 RICHFIELD RD","FLINT","MI","48506","STURGEON, DOROTHY","4238 RICHFIELD RD","FLINT","MI","48506","0","1","0","ROW","8"," ","CITY STREE","Public","000","Privately Owned","RV","4014476042","40-14-476-042","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","332","4014464002","CORUNNA RD","0"," ","CORUNNA RD","48503","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 4949","SAGINAW","MI","48601","MICHIGAN DEPT OF TRANSPORTATION","P O BOX 4949","SAGINAW","MI","48601","0","1","0","ROW","8"," ","STATE ROAD","Public","000","State Owned","RV","4014464002","40-14-464-002","Vacant Lot"," "," "," "," ","003700","4","0.3868","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","333","4012152016","DUPONT ST","0"," ","DUPONT ST","48503","STATE OF MICHIGAN","PO BOX 30448","LANSING","MI","0","STATE OF MICHIGAN","PO BOX 30448","LANSING","MI","0","0","1","0","A-2","5"," ","STATE TAX","Public","325","State Owned","RV","4012152016","40-12-152-016","Vacant Lot"," "," "," "," ","001500","1","0.8308","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","334","4731255035","E STEWART AVE","0","E","STEWART AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","15","CITY MISC","Public","000","City Owned","RV","4731255035","47-31-255-035","Vacant Lot"," "," "," "," ","002000","1","0.7962","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","335","4108205004","PENOYER CT","0"," ","PENOYER CT","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","COUNTY","Public","000","City Owned","RV","4108205004","41-08-205-004","Vacant Lot"," "," "," "," ","002600","5","0.6667","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","336","4733351041","DOUGLAS AVE","0"," ","DOUGLAS AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","4","21","CITY MISC","Public","205","City Owned","RV","4733351041","47-33-351-041","Vacant Lot"," "," "," "," ","002400","1","0.8419","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","337","4105456011","ARLINGTON AVE","0"," ","ARLINGTON AVE","48506","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","4"," ","COUNTY","Public","280","Land Bank Owned","RV","4105456011","41-05-456-011","Vacant Lot"," "," "," "," ","002300","1","0.6019","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","338","4014389033","CORUNNA RD","0"," ","CORUNNA RD","48503","MICHIGAN DEPT OF TRANSPORTATION","55 MORLEY DR","SAGINAW","MI","48607","MICHIGAN DEPT OF TRANSPORTATION","55 MORLEY DR","SAGINAW","MI","48607","0","1","0","ROW","8"," ","STATE ROAD","Public","000","State Owned","RV","4014389033","40-14-389-033","Vacant Lot"," "," "," "," ","003600","2","0.7188","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","339","4626455015","BOLAN DR","0"," ","BOLAN DR","48505","STATE OF MICHIGAN","BOLAN DR","FLINT","MI","48505","STATE OF MICHIGAN","BOLAN DR","FLINT","MI","48505","0","1","0","A-2","2","7","STATE TAX","Public","125","State Owned","RV","4626455015","46-26-455-015","Vacant Lot"," "," "," "," ","000300","2","0.4752","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","340","4106453010","BROADWAY BLVD","0"," ","BROADWAY BLVD","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RV","4106453010","41-06-453-010","Vacant Lot"," "," "," "," ","002200","5","0.7118","Community Open Space and*","GN-1"
"","","","","","","","","","","","","","","","","","","341","4108429037","COMMONWEALTH AVE","0"," ","COMMONWEALTH AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","7"," ","CITY MISC","Public","000","City Owned","RV","4108429037","41-08-429-037","Vacant Lot"," "," "," "," ","003000","2","0.3614","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","342","4119383027","S GRAND TRAVERSE","0","S","GRAND TRAVERSE","48507","MICH STATE HWY COMM","S GRAND TRAVERSE","FLINT","MI","48507","MICH STATE HWY COMM","S GRAND TRAVERSE","FLINT","MI","48507","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RV","4119383027","41-19-383-027","Vacant Lot"," "," "," "," ","004000","2","0.5933","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","343","4013353016","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RV","4013353016","40-13-353-016","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","344","4130154032","BRUNSWICK AVE","0"," ","BRUNSWICK AVE","48507","BRADBURN, KENNETH S","4405 BRUNSWICK AVE","FLINT","MI","48507","BRADBURN, KENNETH S","4405 BRUNSWICK AVE","FLINT","MI","48507","0","0","100","A-2","9"," ","TAXABLE","Residential","580","Privately Owned","RV","4130154032","41-30-154-032","Vacant Lot"," "," "," "," ","004000","4","0.6294","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","345","4023226003","BROWN ST","0"," ","BROWN ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","8"," ","CITY MISC","Public","470","City Owned","RV","4023226003","40-23-226-003","Vacant Lot"," "," "," "," ","003700","4","0.3868","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","346","4626152003","JANICE DR","0"," ","JANICE DR","48504","MI LAND BANK FAST TRACK AUTH","300 N WASHINGTON SQ","LANSING","MI","48913","MI LAND BANK FAST TRACK AUTH","300 N WASHINGTON SQ","LANSING","MI","48913","0","1","0","A-2","1","1","STATE TAX","Public","100","Land Bank Owned","RV","4626152003","46-26-152-003","Vacant Lot"," "," "," "," ","000100","1","0.743","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","347","4014463021","CORUNNA RD","0"," ","CORUNNA RD","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","8"," ","COUNTY","Residential","470","Land Bank Owned","RV","4014463021","40-14-463-021","Vacant Lot"," "," "," "," ","003700","4","0.3868","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","348","4635381027","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381027","46-35-381-027","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","349","4635381024","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381024","46-35-381-024","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","350","4011429021","N STEVENSON ST","0","N","STEVENSON ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-1","6"," ","CITY MISC","Public","000","City Owned","RV","4011429021","40-11-429-021","Vacant Lot"," "," "," "," ","001300","4","0.7491","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","351","4117152030","LAPEER ST","0"," ","LAPEER ST","48503","MICH STATE HWY COMM","LAPEER ST","FLINT","MI","48503","MICH STATE HWY COMM","LAPEER ST","FLINT","MI","48503","0","1","0","A-2","7"," ","STATE ROAD","Public","000","State Owned","RV","4117152030","41-17-152-030","Vacant Lot"," "," "," "," ","002900","2","0.6596","Traditional Neighborhood"," "
"","","","","","","","","","","","","","","","","","","352","4118180012","E FIFTH ST","0","E","FIFTH ST","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-6","7"," ","CITY MISC","Public","000","City Owned","RV","4118180012","41-18-180-012","Vacant Lot"," "," "," "," ","002800","2","0.5954","Downtown District","DE"
"","","","","","","","","","","","","","","","","","","353","4001412004","E NEWALL ST","0","E","NEWALL ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","5"," ","COUNTY","Residential","220","Land Bank Owned","RV","4001412004","40-01-412-004","Vacant Lot"," "," "," "," ","001100","3","0.6522","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","354","4002481014","N CHEVROLET AVE","0","N","CHEVROLET AVE","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","6"," ","CITY MISC","Public","000","City Owned","RV","4002481014","40-02-481-014","Vacant Lot"," "," "," "," ","000900","5","0.6014","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","355","4108152021","ROOSEVELT AVE","0"," ","ROOSEVELT AVE","48503","LEWIS, JOHN L","1233 POPLAR ST","FLINT","MI","48503","LEWIS, JOHN L","1233 POPLAR ST","FLINT","MI","48503","0","0","100","B","7","43","TAXABLE","Residential","345","Privately Owned","RV","4108152021","41-08-152-021","Vacant Lot"," "," "," "," ","002600","1","0.844","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","356","4733351039","WESTERN RD","0"," ","WESTERN RD","48506","MCMILLIN, CARL E","6033 NELSON CT","BURTON","MI","48519","MCMILLIN, CARL E","6033 NELSON CT","BURTON","MI","48519","0","0","100","A-2","4"," ","TAXABLE","Residential","205","Privately Owned","RV","4733351039","47-33-351-039","Vacant Lot"," "," "," "," ","002400","1","0.8419","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","357","4107226001","LINGLE AVE","0"," ","LINGLE AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","COUNTY","Public","000","City Owned","RV","4107226001","41-07-226-001","Vacant Lot"," "," "," "," ","002200","5","0.7118","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","358","4001281020","AVENUE A","0"," ","AVENUE A","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","3","18","TAXABLE","Residential","225","Land Bank Owned","RV","4001281020","40-01-281-020","Vacant Lot"," "," "," "," ","001100","1","0.7574","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","359","4012230010","AVENUE B","0"," ","AVENUE B","48503","STATE OF MICHIGAN","AVENUE B","FLINT","MI","48503","STATE OF MICHIGAN","AVENUE B","FLINT","MI","48503","0","1","0","C-1","5"," ","STATE TAX","Public","335","State Owned","RV","4012230010","40-12-230-010","Vacant Lot"," "," "," "," ","001400","3","0.7987","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","360","4635381026","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381026","46-35-381-026","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","361","4118484037","FIFTEENTH ST","0"," ","FIFTEENTH ST","48503","MICH STATE HWY COMM","FIFTEENTH ST","FLINT","MI","48503","MICH STATE HWY COMM","FIFTEENTH ST","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RV","4118484037","41-18-484-037","Vacant Lot"," "," "," "," ","003200","4","0.5593","Green Neighborhood"," "
"","","","","","","","","","","","","","","","","","","362","4001436003","E HAMILTON AVE","0","E","HAMILTON AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","P","5"," ","CITY MISC","Public","000","City Owned","RV","4001436003","40-01-436-003","Vacant Lot"," "," "," "," ","001100","4","0.7849"," ","MR-2"
"","","","","","","","","","","","","","","","","","","363","4001402001","ALEXANDER ST","0"," ","ALEXANDER ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","5"," ","CITY MISC","Public","000","City Owned","RV","4001402001","40-01-402-001","Vacant Lot"," "," "," "," ","001100","3","0.6522","Green Neighborhood"," "
"","","","","","","","","","","","","","","","","","","364","4105486020","DAVISON RD","0"," ","DAVISON RD","48506","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 4949","SAGINAW","MI","48601","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 4949","SAGINAW","MI","48601","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105486020","41-05-486-020","Vacant Lot"," "," "," "," ","002300","1","0.6019","City Corridor","CC"
